comment_id,author_name,text,likes,kind,id,snippet,etag
,,,,youtube#commentThread,Ugw0j18FxQJIB1etw514AaABAg,"{'channelId': 'UCYtxcCzHCJjmjhHKH6AEsxQ', 'videoId': 'U8U_gR58eJU', 'topLevelComment': {'kind': 'youtube#comment', 'etag': '1bPv6_dBrAUuL61NN2PAOH8z7LQ', 'id': 'Ugw0j18FxQJIB1etw514AaABAg', 'snippet': {'channelId': 'UCYtxcCzHCJjmjhHKH6AEsxQ', 'videoId': 'U8U_gR58eJU', 'textDisplay': 'No weapon forged against ME SHALL PROSPER….this is the service and heritage of the lord. IN THE NAME OF JESUS…..I revoke you DEMON….YOU DONT HAVE POWER HERE DEVIL. THE LORD HAS MY BACK. And you can’t hurt me anymore devil…your fronting DEMON…BANISH YOU DEVIL. GUIDE ME LORD. YOU CANNOT FIND ME…and even if you do. I have STRENGTH..I can fight YOU DEVIL. Your weapons forged against ME SHALL NOT PROSPER. IN THE NAME OF JESUS. AMEN.', 'textOriginal': 'No weapon forged against ME SHALL PROSPER….this is the service and heritage of the lord. IN THE NAME OF JESUS…..I revoke you DEMON….YOU DONT HAVE POWER HERE DEVIL. THE LORD HAS MY BACK. And you can’t hurt me anymore devil…your fronting DEMON…BANISH YOU DEVIL. GUIDE ME LORD. YOU CANNOT FIND ME…and even if you do. I have STRENGTH..I can fight YOU DEVIL. Your weapons forged against ME SHALL NOT PROSPER. IN THE NAME OF JESUS. AMEN.', 'authorDisplayName': 'jacksputrid', 'authorProfileImageUrl': 'https://yt3.ggpht.com/ytc/AOPolaS2S6DhWhO1hX27UVIINJcTpBhA2rD48-BaAQ=s48-c-k-c0x00ffffff-no-rj', 'authorChannelUrl': 'http://www.youtube.com/channel/UCUCEzYjskR3Pjc8uA5hs8_A', 'authorChannelId': {'value': 'UCUCEzYjskR3Pjc8uA5hs8_A'}, 'canRate': True, 'viewerRating': 'none', 'likeCount': 1, 'publishedAt': '2023-09-10T13:48:52Z', 'updatedAt': '2023-09-10T13:48:52Z'}}, 'canReply': True, 'totalReplyCount': 0, 'isPublic': True}",nuLSQpXPmrGGn6af8jUsZkdAnc4
,,,,youtube#commentThread,Ugz-U5p36poQg59MlEl4AaABAg,"{'channelId': 'UCYtxcCzHCJjmjhHKH6AEsxQ', 'videoId': 'U8U_gR58eJU', 'topLevelComment': {'kind': 'youtube#comment', 'etag': '88zWPe2tegYjXJnLbtwEw63ZmJM', 'id': 'Ugz-U5p36poQg59MlEl4AaABAg', 'snippet': {'channelId': 'UCYtxcCzHCJjmjhHKH6AEsxQ', 'videoId': 'U8U_gR58eJU', 'textDisplay': '❤', 'textOriginal': '❤', 'authorDisplayName': 'Marlon', 'authorProfileImageUrl': 'https://yt3.ggpht.com/_Rdr8cXXrx1WDhSJYup5i_xYA0SQa_qhSWOWJ6qutv5SrqnHzJsuphl4cpm6H2VbVLQZ3crX3Qk=s48-c-k-c0x00ffffff-no-rj', 'authorChannelUrl': 'http://www.youtube.com/channel/UCsNL3m9Z6HtixTlpYC09z3Q', 'authorChannelId': {'value': 'UCsNL3m9Z6HtixTlpYC09z3Q'}, 'canRate': True, 'viewerRating': 'none', 'likeCount': 0, 'publishedAt': '2023-09-10T11:22:54Z', 'updatedAt': '2023-09-10T11:22:54Z'}}, 'canReply': True, 'totalReplyCount': 0, 'isPublic': True}",dqyC5BP_spBGCqddGJObiwOT30k
,,,,youtube#commentThread,UgzymaaziW7L8BPI7wx4AaABAg,"{'channelId': 'UCYtxcCzHCJjmjhHKH6AEsxQ', 'videoId': 'U8U_gR58eJU', 'topLevelComment': {'kind': 'youtube#comment', 'etag': 'dwieukhIBsk3Vb4d7JcV6nG9Egg', 'id': 'UgzymaaziW7L8BPI7wx4AaABAg', 'snippet': {'channelId': 'UCYtxcCzHCJjmjhHKH6AEsxQ', 'videoId': 'U8U_gR58eJU', 'textDisplay': '333K like', 'textOriginal': '333K like', 'authorDisplayName': 'st3ve', 'authorProfileImageUrl': 'https://yt3.ggpht.com/ytc/AOPolaQEL6kHlohzQKEHiDA44XwNr0Q1-fKmNpt5U18v3XheWRuNxQyhKi5nblmuN-9V=s48-c-k-c0x00ffffff-no-rj', 'authorChannelUrl': 'http://www.youtube.com/channel/UCjw3jZB4BQx2h7V16hajyJA', 'authorChannelId': {'value': 'UCjw3jZB4BQx2h7V16hajyJA'}, 'canRate': True, 'viewerRating': 'none', 'likeCount': 0, 'publishedAt': '2023-09-10T03:32:13Z', 'updatedAt': '2023-09-10T03:32:13Z'}}, 'canReply': True, 'totalReplyCount': 0, 'isPublic': True}",49yYD0A4S08RC6Uzw6FawLbYyus
,,,,youtube#commentThread,UgxKxXliyejRdir3-4h4AaABAg,"{'channelId': 'UCYtxcCzHCJjmjhHKH6AEsxQ', 'videoId': 'U8U_gR58eJU', 'topLevelComment': {'kind': 'youtube#comment', 'etag': '0i7e-7SP78lBFCpB3_76S1tzx8c', 'id': 'UgxKxXliyejRdir3-4h4AaABAg', 'snippet': {'channelId': 'UCYtxcCzHCJjmjhHKH6AEsxQ', 'videoId': 'U8U_gR58eJU', 'textDisplay': 'Glad i stopped smoking so they cant lace a cigarette and get me ❤', 'textOriginal': 'Glad i stopped smoking so they cant lace a cigarette and get me ❤', 'authorDisplayName': 'John Doe', 'authorProfileImageUrl': 'https://yt3.ggpht.com/ytc/AOPolaR0HoeVgtltRcMGqmNu1y0ymfsX9KFhwUZX6SfvgXFVhE34C9Q_O9QqdQsZA0rU=s48-c-k-c0x00ffffff-no-rj', 'authorChannelUrl': 'http://www.youtube.com/channel/UCa5fYezA2rZQgjXK7HTAFSg', 'authorChannelId': {'value': 'UCa5fYezA2rZQgjXK7HTAFSg'}, 'canRate': True, 'viewerRating': 'none', 'likeCount': 0, 'publishedAt': '2023-09-10T02:59:18Z', 'updatedAt': '2023-09-10T02:59:18Z'}}, 'canReply': True, 'totalReplyCount': 0, 'isPublic': True}",XbU0rP7l1VtCEYaOBApTkt90pf4
,,,,youtube#commentThread,UgwpOt51GDrSKPWDTDJ4AaABAg,"{'channelId': 'UCYtxcCzHCJjmjhHKH6AEsxQ', 'videoId': 'U8U_gR58eJU', 'topLevelComment': {'kind': 'youtube#comment', 'etag': 'OMgLG3fWKHm0xVAi2Pf7Hy9yN7Y', 'id': 'UgwpOt51GDrSKPWDTDJ4AaABAg', 'snippet': {'channelId': 'UCYtxcCzHCJjmjhHKH6AEsxQ', 'videoId': 'U8U_gR58eJU', 'textDisplay': 'Woke is the devil ! There are only 2 genders ! We will win with Jesus point to the sky ☝️ God protect our children I know we will win ! Lord give me a sign 🙏🏻 Help us down here from evil liberal woke DMX help us 🙏🏻', 'textOriginal': 'Woke is the devil ! There are only 2 genders ! We will win with Jesus point to the sky ☝️ God protect our children I know we will win ! Lord give me a sign 🙏🏻 Help us down here from evil liberal woke DMX help us 🙏🏻', 'authorDisplayName': 'One One', 'authorProfileImageUrl': 'https://yt3.ggpht.com/ytc/AOPolaRL9HGbCRon836m0SlpiN2SfPD7-vB624OHVQ=s48-c-k-c0x00ffffff-no-rj', 'authorChannelUrl': 'http://www.youtube.com/channel/UC5rjpZqO8Puxjr_rYJRsveA', 'authorChannelId': {'value': 'UC5rjpZqO8Puxjr_rYJRsveA'}, 'canRate': True, 'viewerRating': 'none', 'likeCount': 1, 'publishedAt': '2023-09-10T01:17:36Z', 'updatedAt': '2023-09-10T01:19:02Z'}}, 'canReply': True, 'totalReplyCount': 0, 'isPublic': True}",7bAMOA5SIuwxfcyJTGMngZYQizI
,,,,youtube#commentThread,UgwqxTrNTwEmBoJqbXZ4AaABAg,"{'channelId': 'UCYtxcCzHCJjmjhHKH6AEsxQ', 'videoId': 'U8U_gR58eJU', 'topLevelComment': {'kind': 'youtube#comment', 'etag': '3wk5C_a_cCWo8Hrw28w_Ywzcrhs', 'id': 'UgwqxTrNTwEmBoJqbXZ4AaABAg', 'snippet': {'channelId': 'UCYtxcCzHCJjmjhHKH6AEsxQ', 'videoId': 'U8U_gR58eJU', 'textDisplay': 'Ruff riders 2024 <br>Tupacolyps NQW', 'textOriginal': 'Ruff riders 2024 \nTupacolyps NQW', 'authorDisplayName': 'Theunis', 'authorProfileImageUrl': 'https://yt3.ggpht.com/ytc/AOPolaQYsJerxIRfjh7T2R3MKbuH6thsUF1bFHePmg=s48-c-k-c0x00ffffff-no-rj', 'authorChannelUrl': 'http://www.youtube.com/channel/UC9Wnu2qXMhZYb8RPupEgN4g', 'authorChannelId': {'value': 'UC9Wnu2qXMhZYb8RPupEgN4g'}, 'canRate': True, 'viewerRating': 'none', 'likeCount': 0, 'publishedAt': '2023-09-09T22:44:32Z', 'updatedAt': '2023-09-09T22:44:32Z'}}, 'canReply': True, 'totalReplyCount': 0, 'isPublic': True}",NbGFjEijZq9btQoBNh5jIPrU0Cs
,,,,youtube#commentThread,UgwFS2XUA4tuRAvdZ2F4AaABAg,"{'channelId': 'UCYtxcCzHCJjmjhHKH6AEsxQ', 'videoId': 'U8U_gR58eJU', 'topLevelComment': {'kind': 'youtube#comment', 'etag': 'UnjyPUku97D-bobZt_O5m5jaLP8', 'id': 'UgwFS2XUA4tuRAvdZ2F4AaABAg', 'snippet': {'channelId': 'UCYtxcCzHCJjmjhHKH6AEsxQ', 'videoId': 'U8U_gR58eJU', 'textDisplay': 'Jesus your the only way to live life..i want to get closer to you and do great things in your name. i love you..show me more', 'textOriginal': 'Jesus your the only way to live life..i want to get closer to you and do great things in your name. i love you..show me more', 'authorDisplayName': 'Oliver Hernandez', 'authorProfileImageUrl': 'https://yt3.ggpht.com/ytc/AOPolaSHEGq7jMkJ_0swW4ZMZYBma5h1JS-RQcO5p6lIEpkQ4DNZ-hW4IXr9Te0c47ln=s48-c-k-c0x00ffffff-no-rj', 'authorChannelUrl': 'http://www.youtube.com/channel/UCyDPf9K6RH_R35okvtILjkQ', 'authorChannelId': {'value': 'UCyDPf9K6RH_R35okvtILjkQ'}, 'canRate': True, 'viewerRating': 'none', 'likeCount': 0, 'publishedAt': '2023-09-09T22:11:33Z', 'updatedAt': '2023-09-09T22:11:33Z'}}, 'canReply': True, 'totalReplyCount': 0, 'isPublic': True}",b-VaMltJeQcqHdQJyBmLOX5675s
,,,,youtube#commentThread,UgzY0WjR8xPquORG0Zl4AaABAg,"{'channelId': 'UCYtxcCzHCJjmjhHKH6AEsxQ', 'videoId': 'U8U_gR58eJU', 'topLevelComment': {'kind': 'youtube#comment', 'etag': 'J94MtOyhsVkbWIuEINNyd7Tiw2Q', 'id': 'UgzY0WjR8xPquORG0Zl4AaABAg', 'snippet': {'channelId': 'UCYtxcCzHCJjmjhHKH6AEsxQ', 'videoId': 'U8U_gR58eJU', 'textDisplay': 'Rip..all time great', 'textOriginal': 'Rip..all time great', 'authorDisplayName': 'Derek', 'authorProfileImageUrl': 'https://yt3.ggpht.com/ytc/AOPolaT8-Ljts6b5SVLtgxtKRlZ6cWXUOkTE6Jo69BzmvemrN_TXybzRVAcAeI829rHW=s48-c-k-c0x00ffffff-no-rj', 'authorChannelUrl': 'http://www.youtube.com/channel/UCq6iq70zmpGGFDbO0hqfIAQ', 'authorChannelId': {'value': 'UCq6iq70zmpGGFDbO0hqfIAQ'}, 'canRate': True, 'viewerRating': 'none', 'likeCount': 0, 'publishedAt': '2023-09-09T15:24:13Z', 'updatedAt': '2023-09-09T15:24:13Z'}}, 'canReply': True, 'totalReplyCount': 0, 'isPublic': True}",_jcHX0EgPjhI6NJTcQvzib5JcV0
,,,,youtube#commentThread,UgwbbQZ_8s0Ottvzxbx4AaABAg,"{'channelId': 'UCYtxcCzHCJjmjhHKH6AEsxQ', 'videoId': 'U8U_gR58eJU', 'topLevelComment': {'kind': 'youtube#comment', 'etag': 'hQTfAbhznwvOu6uTF-8DfJX-g9Q', 'id': 'UgwbbQZ_8s0Ottvzxbx4AaABAg', 'snippet': {'channelId': 'UCYtxcCzHCJjmjhHKH6AEsxQ', 'videoId': 'U8U_gR58eJU', 'textDisplay': '..It&#39;s all in time, show me how to teach the mind<br>Show me how to reach the blind.... Amen 💪🏆<br><br>DMX The best of the best <br>Greetings from Poland', 'textOriginal': ""..It's all in time, show me how to teach the mind\nShow me how to reach the blind.... Amen 💪🏆\n\nDMX The best of the best \nGreetings from Poland"", 'authorDisplayName': 'Rafał S', 'authorProfileImageUrl': 'https://yt3.ggpht.com/ytc/AOPolaT4jLwr_fJ9XxtYXtIcqAF_kS8aM5u74uIKKQ=s48-c-k-c0x00ffffff-no-rj', 'authorChannelUrl': 'http://www.youtube.com/channel/UCUDnw_XwZ7uu-cAHnQjUu_Q', 'authorChannelId': {'value': 'UCUDnw_XwZ7uu-cAHnQjUu_Q'}, 'canRate': True, 'viewerRating': 'none', 'likeCount': 3, 'publishedAt': '2023-09-09T14:32:34Z', 'updatedAt': '2023-09-09T14:32:34Z'}}, 'canReply': True, 'totalReplyCount': 0, 'isPublic': True}",MtsD1VuJtkHnue0z5wxPToa8lYY
,,,,youtube#commentThread,Ugzc9WTwLlmO3vR3INx4AaABAg,"{'channelId': 'UCYtxcCzHCJjmjhHKH6AEsxQ', 'videoId': 'U8U_gR58eJU', 'topLevelComment': {'kind': 'youtube#comment', 'etag': 'YykTq6ejw2CGSGDWy9UN9oSQjCk', 'id': 'Ugzc9WTwLlmO3vR3INx4AaABAg', 'snippet': {'channelId': 'UCYtxcCzHCJjmjhHKH6AEsxQ', 'videoId': 'U8U_gR58eJU', 'textDisplay': 'Yes he is funny too. Jus pick up your Bible ❤', 'textOriginal': 'Yes he is funny too. Jus pick up your Bible ❤', 'authorDisplayName': 'Ness. Zden', 'authorProfileImageUrl': 'https://yt3.ggpht.com/vhouO2piYwmnes9nT8AF1wt66WJf03atFZE6mDtLAvvjBenTG10wYoIKR0GKTktdOhGsssBwYw=s48-c-k-c0x00ffffff-no-rj', 'authorChannelUrl': 'http://www.youtube.com/channel/UCIKvyrK5olkSdIdsZAXzV3w', 'authorChannelId': {'value': 'UCIKvyrK5olkSdIdsZAXzV3w'}, 'canRate': True, 'viewerRating': 'none', 'likeCount': 1, 'publishedAt': '2023-09-09T06:15:13Z', 'updatedAt': '2023-09-09T06:15:13Z'}}, 'canReply': True, 'totalReplyCount': 0, 'isPublic': True}",7eVFQ0F-eYT8DlPaSEQbMj-2I1c
